sentence_masked,sentence,aspect,polarity,polarity_label
"Yes , they use fancy ingredients , but even fancy $T$ do n't make for good pizza unless someone knows how to get the crust right .","Yes , they use fancy ingredients , but even fancy ingredients do n't make for good pizza unless someone knows how to get the crust right .",ingredients,1,positive
"Yes , they use fancy ingredients , but even fancy ingredients do n't make for good $T$ unless someone knows how to get the crust right .","Yes , they use fancy ingredients , but even fancy ingredients do n't make for good pizza unless someone knows how to get the crust right .",pizza,-1,negative
"Yes , they use fancy ingredients , but even fancy ingredients do n't make for good pizza unless someone knows how to get the $T$ right .","Yes , they use fancy ingredients , but even fancy ingredients do n't make for good pizza unless someone knows how to get the crust right .",crust,0,neutral
and yes Dal Bukhara is so dam good and so are all the $T$ .,and yes Dal Bukhara is so dam good and so are all the kababs .,kababs,1,positive
and yes $T$ is so dam good and so are all the kababs .,and yes Dal Bukhara is so dam good and so are all the kababs .,Dal Bukhara,1,positive
I look forward to $T$ here again,I look forward to eating here again,eating,1,positive
I 've been coming here as a child and always come back for the $T$ .,I 've been coming here as a child and always come back for the taste .,taste,1,positive
Tuk Tuk is one of those comfortable neighborhood joints where you know you will always have a good $T$ at a fair price .,Tuk Tuk is one of those comfortable neighborhood joints where you know you will always have a good meal at a fair price .,meal,1,positive
Tuk Tuk is one of those comfortable neighborhood joints where you know you will always have a good meal at a fair $T$ .,Tuk Tuk is one of those comfortable neighborhood joints where you know you will always have a good meal at a fair price .,price,1,positive
"A glass of Leaping Lizard , a $T$ , and the mussels had everything happy .","A glass of Leaping Lizard , a glass of prosecco , and the mussels had everything happy .",glass of prosecco,1,positive
"A glass of Leaping Lizard , a glass of prosecco , and the $T$ had everything happy .","A glass of Leaping Lizard , a glass of prosecco , and the mussels had everything happy .",mussels,1,positive
"A $T$ , a glass of prosecco , and the mussels had everything happy .","A glass of Leaping Lizard , a glass of prosecco , and the mussels had everything happy .",glass of Leaping Lizard,1,positive
"$T$ was average and creme brulee was awful - the sugar was charred , not caramelized and smelled of kerosene .","Food was average and creme brulee was awful - the sugar was charred , not caramelized and smelled of kerosene .",Food,0,neutral
"Food was average and $T$ was awful - the sugar was charred , not caramelized and smelled of kerosene .","Food was average and creme brulee was awful - the sugar was charred , not caramelized and smelled of kerosene .",creme brulee,-1,negative
"Food was average and creme brulee was awful - the $T$ was charred , not caramelized and smelled of kerosene .","Food was average and creme brulee was awful - the sugar was charred , not caramelized and smelled of kerosene .",sugar,-1,negative
The $T$ always tastes fresh and served promptly .,The food always tastes fresh and served promptly .,food,1,positive
The food always tastes fresh and $T$ promptly .,The food always tastes fresh and served promptly .,served,1,positive
The $T$ here is delicious .,The pizza here is delicious .,pizza,1,positive
"$T$ and garlic knots are great as well , I order from them quite often and the delivery is always super quick !","Pizza and garlic knots are great as well , I order from them quite often and the delivery is always super quick !",Pizza,1,positive
"Pizza and garlic knots are great as well , I order from them quite often and the $T$ is always super quick !","Pizza and garlic knots are great as well , I order from them quite often and the delivery is always super quick !",delivery,1,positive
"Pizza and $T$ are great as well , I order from them quite often and the delivery is always super quick !","Pizza and garlic knots are great as well , I order from them quite often and the delivery is always super quick !",garlic knots,1,positive
"For great $T$ nearby , you have Wu Liang Ye and Grand Sichuan just a block away .","For great chinese food nearby , you have Wu Liang Ye and Grand Sichuan just a block away .",chinese food,1,positive
But who says Murray 's is anything about $T$ .,But who says Murray 's is anything about service .,service,0,neutral
"This place is really trendi but they have forgotten about the most important part of a restaurant , the $T$ .","This place is really trendi but they have forgotten about the most important part of a restaurant , the food .",food,-1,negative
Hats off to the $T$ .,Hats off to the chef .,chef,1,positive
"$T$ could be improved but overall this is a place that understands the importance of little things -LRB- the heavy , black , antique-seeming teapot , for one -RRB- in the restaurant experience .","Service could be improved but overall this is a place that understands the importance of little things -LRB- the heavy , black , antique-seeming teapot , for one -RRB- in the restaurant experience .",Service,-1,negative
"Service could be improved but overall this is a place that understands the importance of little things -LRB- the heavy , black , antique-seeming $T$ , for one -RRB- in the restaurant experience .","Service could be improved but overall this is a place that understands the importance of little things -LRB- the heavy , black , antique-seeming teapot , for one -RRB- in the restaurant experience .",teapot,1,positive
"The $T$ is delicious - they use fresh mozzarella instead of the cheap , frozen , shredded cheese common to most pizzaria 's .","The pizza is delicious - they use fresh mozzarella instead of the cheap , frozen , shredded cheese common to most pizzaria 's .",pizza,1,positive
"The pizza is delicious - they use $T$ instead of the cheap , frozen , shredded cheese common to most pizzaria 's .","The pizza is delicious - they use fresh mozzarella instead of the cheap , frozen , shredded cheese common to most pizzaria 's .",fresh mozzarella,1,positive
"The pizza is delicious - they use fresh mozzarella instead of the cheap , frozen , shredded $T$ common to most pizzaria 's .","The pizza is delicious - they use fresh mozzarella instead of the cheap , frozen , shredded cheese common to most pizzaria 's .",cheese,-1,negative
Its an excellent $T$ to relax and the food is one of the best in the city of New York .,Its an excellent place to relax and the food is one of the best in the city of New York .,place,1,positive
Its an excellent place to relax and the $T$ is one of the best in the city of New York .,Its an excellent place to relax and the food is one of the best in the city of New York .,food,1,positive
